areatype,date,name,code,newAdmissions,cumAdmissions,cumAdmissionsByAge,covidOccupiedMVBeds,hospitalCases
nhsRegion,2020-07-19,South East,E40000005,13.0,13913.0,"[{'age': '65_to_84', 'rate': 381.0, 'value': 5773}, {'age': '18_to_64', 'rate': 84.5, 'value': 4440}, {'age': '85+', 'rate': 1311.9, 'value': 3350}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",12.0,198.0
nhsRegion,2020-07-20,South East,E40000005,8.0,13921.0,"[{'age': '65_to_84', 'rate': 381.3, 'value': 5777}, {'age': '18_to_64', 'rate': 84.6, 'value': 4444}, {'age': '85+', 'rate': 1311.9, 'value': 3350}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",11.0,200.0
nhsRegion,2020-07-21,South East,E40000005,7.0,13928.0,"[{'age': '65_to_84', 'rate': 381.6, 'value': 5781}, {'age': '18_to_64', 'rate': 84.7, 'value': 4447}, {'age': '85+', 'rate': 1311.9, 'value': 3350}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",12.0,193.0
nhsRegion,2020-07-22,South East,E40000005,11.0,13939.0,"[{'age': '65_to_84', 'rate': 381.8, 'value': 5784}, {'age': '18_to_64', 'rate': 84.8, 'value': 4453}, {'age': '85+', 'rate': 1312.7, 'value': 3352}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",10.0,179.0
nhsRegion,2020-07-23,South East,E40000005,12.0,13951.0,"[{'age': '65_to_84', 'rate': 382.2, 'value': 5790}, {'age': '18_to_64', 'rate': 84.8, 'value': 4457}, {'age': '85+', 'rate': 1313.4, 'value': 3354}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",12.0,167.0
nhsRegion,2020-07-24,South East,E40000005,14.0,13965.0,"[{'age': '65_to_84', 'rate': 382.6, 'value': 5797}, {'age': '18_to_64', 'rate': 85.0, 'value': 4463}, {'age': '85+', 'rate': 1313.8, 'value': 3355}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",12.0,157.0
nhsRegion,2020-07-25,South East,E40000005,7.0,13972.0,"[{'age': '65_to_84', 'rate': 382.8, 'value': 5799}, {'age': '18_to_64', 'rate': 85.0, 'value': 4467}, {'age': '85+', 'rate': 1314.2, 'value': 3356}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",9.0,143.0
nhsRegion,2020-07-26,South East,E40000005,9.0,13981.0,"[{'age': '65_to_84', 'rate': 383.0, 'value': 5803}, {'age': '18_to_64', 'rate': 85.1, 'value': 4470}, {'age': '85+', 'rate': 1315.0, 'value': 3358}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",11.0,141.0
nhsRegion,2020-07-27,South East,E40000005,13.0,13994.0,"[{'age': '65_to_84', 'rate': 383.5, 'value': 5810}, {'age': '18_to_64', 'rate': 85.2, 'value': 4474}, {'age': '85+', 'rate': 1315.8, 'value': 3360}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.8, 'value': 37}]",12.0,118.0
nhsRegion,2020-07-28,South East,E40000005,12.0,14006.0,"[{'age': '65_to_84', 'rate': 383.8, 'value': 5815}, {'age': '18_to_64', 'rate': 85.2, 'value': 4477}, {'age': '85+', 'rate': 1317.0, 'value': 3363}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.9, 'value': 38}]",12.0,135.0
nhsRegion,2020-07-29,South East,E40000005,9.0,14015.0,"[{'age': '65_to_84', 'rate': 384.1, 'value': 5819}, {'age': '18_to_64', 'rate': 85.3, 'value': 4481}, {'age': '85+', 'rate': 1317.4, 'value': 3364}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.9, 'value': 38}]",12.0,141.0
nhsRegion,2020-07-30,South East,E40000005,8.0,14023.0,"[{'age': '65_to_84', 'rate': 384.3, 'value': 5823}, {'age': '18_to_64', 'rate': 85.4, 'value': 4484}, {'age': '85+', 'rate': 1317.7, 'value': 3365}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 2.9, 'value': 38}]",11.0,136.0
nhsRegion,2020-07-31,South East,E40000005,10.0,14033.0,"[{'age': '65_to_84', 'rate': 384.5, 'value': 5826}, {'age': '18_to_64', 'rate': 85.4, 'value': 4487}, {'age': '85+', 'rate': 1318.9, 'value': 3368}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.0, 'value': 39}]",12.0,132.0
nhsRegion,2020-08-01,South East,E40000005,14.0,14047.0,"[{'age': '65_to_84', 'rate': 384.9, 'value': 5831}, {'age': '18_to_64', 'rate': 85.5, 'value': 4494}, {'age': '85+', 'rate': 1319.7, 'value': 3370}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.0, 'value': 39}]",12.0,123.0
nhsRegion,2020-08-02,South East,E40000005,5.0,14052.0,"[{'age': '65_to_84', 'rate': 385.1, 'value': 5834}, {'age': '18_to_64', 'rate': 85.5, 'value': 4494}, {'age': '85+', 'rate': 1320.5, 'value': 3372}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.0, 'value': 39}]",15.0,122.0
nhsRegion,2020-08-03,South East,E40000005,4.0,14056.0,"[{'age': '65_to_84', 'rate': 385.2, 'value': 5836}, {'age': '18_to_64', 'rate': 85.6, 'value': 4495}, {'age': '85+', 'rate': 1320.9, 'value': 3373}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.0, 'value': 39}]",12.0,122.0
nhsRegion,2020-08-04,South East,E40000005,9.0,14065.0,"[{'age': '65_to_84', 'rate': 385.5, 'value': 5840}, {'age': '18_to_64', 'rate': 85.6, 'value': 4498}, {'age': '85+', 'rate': 1321.7, 'value': 3375}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.0, 'value': 39}]",9.0,111.0
nhsRegion,2020-08-05,South East,E40000005,12.0,14077.0,"[{'age': '65_to_84', 'rate': 385.7, 'value': 5843}, {'age': '18_to_64', 'rate': 85.7, 'value': 4503}, {'age': '85+', 'rate': 1322.8, 'value': 3378}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",9.0,106.0
nhsRegion,2020-08-06,South East,E40000005,2.0,14079.0,"[{'age': '65_to_84', 'rate': 385.7, 'value': 5844}, {'age': '18_to_64', 'rate': 85.7, 'value': 4503}, {'age': '85+', 'rate': 1323.2, 'value': 3379}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",8.0,78.0
nhsRegion,2020-08-07,South East,E40000005,6.0,14085.0,"[{'age': '65_to_84', 'rate': 386.0, 'value': 5848}, {'age': '18_to_64', 'rate': 85.7, 'value': 4503}, {'age': '85+', 'rate': 1324.0, 'value': 3381}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",8.0,77.0
nhsRegion,2020-08-08,South East,E40000005,7.0,14092.0,"[{'age': '65_to_84', 'rate': 386.3, 'value': 5852}, {'age': '18_to_64', 'rate': 85.8, 'value': 4506}, {'age': '85+', 'rate': 1324.0, 'value': 3381}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",7.0,80.0
nhsRegion,2020-08-09,South East,E40000005,4.0,14096.0,"[{'age': '65_to_84', 'rate': 386.4, 'value': 5854}, {'age': '18_to_64', 'rate': 85.8, 'value': 4506}, {'age': '85+', 'rate': 1324.8, 'value': 3383}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",8.0,72.0
nhsRegion,2020-08-10,South East,E40000005,4.0,14100.0,"[{'age': '65_to_84', 'rate': 386.5, 'value': 5856}, {'age': '18_to_64', 'rate': 85.8, 'value': 4506}, {'age': '85+', 'rate': 1325.6, 'value': 3385}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",8.0,82.0
nhsRegion,2020-08-11,South East,E40000005,3.0,14103.0,"[{'age': '65_to_84', 'rate': 386.7, 'value': 5859}, {'age': '18_to_64', 'rate': 85.8, 'value': 4506}, {'age': '85+', 'rate': 1325.6, 'value': 3385}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",8.0,68.0
nhsRegion,2020-08-12,South East,E40000005,13.0,14116.0,"[{'age': '65_to_84', 'rate': 386.9, 'value': 5862}, {'age': '18_to_64', 'rate': 85.9, 'value': 4515}, {'age': '85+', 'rate': 1326.0, 'value': 3386}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",7.0,59.0
nhsRegion,2020-08-13,South East,E40000005,10.0,14126.0,"[{'age': '65_to_84', 'rate': 387.3, 'value': 5868}, {'age': '18_to_64', 'rate': 86.0, 'value': 4517}, {'age': '85+', 'rate': 1326.8, 'value': 3388}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",9.0,63.0
nhsRegion,2020-08-14,South East,E40000005,9.0,14135.0,"[{'age': '65_to_84', 'rate': 387.6, 'value': 5873}, {'age': '18_to_64', 'rate': 86.0, 'value': 4520}, {'age': '85+', 'rate': 1327.1, 'value': 3389}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",10.0,72.0
nhsRegion,2020-08-15,South East,E40000005,3.0,14138.0,"[{'age': '65_to_84', 'rate': 387.6, 'value': 5873}, {'age': '18_to_64', 'rate': 86.1, 'value': 4522}, {'age': '85+', 'rate': 1327.5, 'value': 3390}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",9.0,72.0
nhsRegion,2020-08-16,South East,E40000005,5.0,14143.0,"[{'age': '65_to_84', 'rate': 387.7, 'value': 5874}, {'age': '18_to_64', 'rate': 86.1, 'value': 4524}, {'age': '85+', 'rate': 1328.3, 'value': 3392}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 40}]",9.0,71.0
nhsRegion,2020-08-17,South East,E40000005,5.0,14148.0,"[{'age': '65_to_84', 'rate': 387.8, 'value': 5876}, {'age': '18_to_64', 'rate': 86.1, 'value': 4525}, {'age': '85+', 'rate': 1328.7, 'value': 3393}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",9.0,69.0
nhsRegion,2020-08-18,South East,E40000005,6.0,14154.0,"[{'age': '65_to_84', 'rate': 387.9, 'value': 5877}, {'age': '18_to_64', 'rate': 86.2, 'value': 4529}, {'age': '85+', 'rate': 1329.1, 'value': 3394}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",9.0,70.0
nhsRegion,2020-08-19,South East,E40000005,7.0,14161.0,"[{'age': '65_to_84', 'rate': 387.9, 'value': 5877}, {'age': '18_to_64', 'rate': 86.3, 'value': 4535}, {'age': '85+', 'rate': 1329.5, 'value': 3395}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",8.0,65.0
nhsRegion,2020-08-20,South East,E40000005,4.0,14165.0,"[{'age': '65_to_84', 'rate': 387.9, 'value': 5877}, {'age': '18_to_64', 'rate': 86.4, 'value': 4538}, {'age': '85+', 'rate': 1329.9, 'value': 3396}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",8.0,64.0
nhsRegion,2020-08-21,South East,E40000005,2.0,14167.0,"[{'age': '65_to_84', 'rate': 388.0, 'value': 5878}, {'age': '18_to_64', 'rate': 86.4, 'value': 4538}, {'age': '85+', 'rate': 1330.3, 'value': 3397}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",9.0,64.0
nhsRegion,2020-08-22,South East,E40000005,5.0,14172.0,"[{'age': '65_to_84', 'rate': 388.2, 'value': 5881}, {'age': '18_to_64', 'rate': 86.4, 'value': 4539}, {'age': '85+', 'rate': 1330.7, 'value': 3398}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",8.0,51.0
nhsRegion,2020-08-23,South East,E40000005,8.0,14180.0,"[{'age': '65_to_84', 'rate': 388.3, 'value': 5883}, {'age': '18_to_64', 'rate': 86.5, 'value': 4544}, {'age': '85+', 'rate': 1331.1, 'value': 3399}, {'age': '0_to_5', 'rate': 11.5, 'value': 69}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",8.0,53.0
nhsRegion,2020-08-24,South East,E40000005,8.0,14188.0,"[{'age': '65_to_84', 'rate': 388.6, 'value': 5887}, {'age': '18_to_64', 'rate': 86.5, 'value': 4546}, {'age': '85+', 'rate': 1331.5, 'value': 3400}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",9.0,54.0
nhsRegion,2020-08-25,South East,E40000005,9.0,14197.0,"[{'age': '65_to_84', 'rate': 388.8, 'value': 5891}, {'age': '18_to_64', 'rate': 86.6, 'value': 4550}, {'age': '85+', 'rate': 1331.8, 'value': 3401}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",9.0,50.0
nhsRegion,2020-08-26,South East,E40000005,7.0,14204.0,"[{'age': '65_to_84', 'rate': 389.0, 'value': 5893}, {'age': '18_to_64', 'rate': 86.7, 'value': 4554}, {'age': '85+', 'rate': 1332.2, 'value': 3402}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",6.0,48.0
nhsRegion,2020-08-27,South East,E40000005,12.0,14216.0,"[{'age': '65_to_84', 'rate': 389.2, 'value': 5897}, {'age': '18_to_64', 'rate': 86.8, 'value': 4558}, {'age': '85+', 'rate': 1333.8, 'value': 3406}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",6.0,47.0
nhsRegion,2020-08-28,South East,E40000005,7.0,14223.0,"[{'age': '65_to_84', 'rate': 389.4, 'value': 5899}, {'age': '18_to_64', 'rate': 86.8, 'value': 4561}, {'age': '85+', 'rate': 1334.6, 'value': 3408}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",7.0,39.0
nhsRegion,2020-08-29,South East,E40000005,5.0,14228.0,"[{'age': '65_to_84', 'rate': 389.4, 'value': 5900}, {'age': '18_to_64', 'rate': 86.9, 'value': 4564}, {'age': '85+', 'rate': 1335.0, 'value': 3409}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",5.0,37.0
nhsRegion,2020-08-30,South East,E40000005,2.0,14230.0,"[{'age': '65_to_84', 'rate': 389.4, 'value': 5900}, {'age': '18_to_64', 'rate': 86.9, 'value': 4564}, {'age': '85+', 'rate': 1335.8, 'value': 3411}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",3.0,39.0
nhsRegion,2020-08-31,South East,E40000005,6.0,14236.0,"[{'age': '65_to_84', 'rate': 389.6, 'value': 5902}, {'age': '18_to_64', 'rate': 86.9, 'value': 4567}, {'age': '85+', 'rate': 1336.2, 'value': 3412}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",3.0,42.0
nhsRegion,2020-09-01,South East,E40000005,7.0,14243.0,"[{'age': '65_to_84', 'rate': 389.7, 'value': 5904}, {'age': '18_to_64', 'rate': 87.0, 'value': 4570}, {'age': '85+', 'rate': 1336.9, 'value': 3414}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",4.0,39.0
nhsRegion,2020-09-02,South East,E40000005,12.0,14255.0,"[{'age': '65_to_84', 'rate': 389.9, 'value': 5907}, {'age': '18_to_64', 'rate': 87.1, 'value': 4575}, {'age': '85+', 'rate': 1338.5, 'value': 3418}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.1, 'value': 41}]",4.0,38.0
nhsRegion,2020-09-03,South East,E40000005,8.0,14263.0,"[{'age': '65_to_84', 'rate': 390.1, 'value': 5910}, {'age': '18_to_64', 'rate': 87.1, 'value': 4578}, {'age': '85+', 'rate': 1338.5, 'value': 3418}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",5.0,39.0
nhsRegion,2020-09-04,South East,E40000005,9.0,14272.0,"[{'age': '65_to_84', 'rate': 390.5, 'value': 5916}, {'age': '18_to_64', 'rate': 87.1, 'value': 4578}, {'age': '85+', 'rate': 1339.7, 'value': 3421}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",6.0,43.0
nhsRegion,2020-09-05,South East,E40000005,6.0,14278.0,"[{'age': '65_to_84', 'rate': 390.6, 'value': 5918}, {'age': '18_to_64', 'rate': 87.2, 'value': 4581}, {'age': '85+', 'rate': 1340.1, 'value': 3422}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",4.0,40.0
nhsRegion,2020-09-06,South East,E40000005,8.0,14286.0,"[{'age': '65_to_84', 'rate': 390.9, 'value': 5923}, {'age': '18_to_64', 'rate': 87.2, 'value': 4582}, {'age': '85+', 'rate': 1340.9, 'value': 3424}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",3.0,44.0
nhsRegion,2020-09-07,South East,E40000005,4.0,14290.0,"[{'age': '65_to_84', 'rate': 391.1, 'value': 5925}, {'age': '18_to_64', 'rate': 87.2, 'value': 4583}, {'age': '85+', 'rate': 1341.2, 'value': 3425}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",3.0,53.0
nhsRegion,2020-09-08,South East,E40000005,9.0,14299.0,"[{'age': '65_to_84', 'rate': 391.3, 'value': 5929}, {'age': '18_to_64', 'rate': 87.3, 'value': 4584}, {'age': '85+', 'rate': 1342.8, 'value': 3429}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",3.0,47.0
nhsRegion,2020-09-09,South East,E40000005,17.0,14316.0,"[{'age': '65_to_84', 'rate': 391.9, 'value': 5938}, {'age': '18_to_64', 'rate': 87.3, 'value': 4587}, {'age': '85+', 'rate': 1344.8, 'value': 3434}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",2.0,48.0
nhsRegion,2020-09-10,South East,E40000005,10.0,14326.0,"[{'age': '65_to_84', 'rate': 392.1, 'value': 5941}, {'age': '18_to_64', 'rate': 87.4, 'value': 4590}, {'age': '85+', 'rate': 1346.3, 'value': 3438}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",3.0,53.0
nhsRegion,2020-09-11,South East,E40000005,11.0,14337.0,"[{'age': '65_to_84', 'rate': 392.2, 'value': 5942}, {'age': '18_to_64', 'rate': 87.4, 'value': 4593}, {'age': '85+', 'rate': 1349.1, 'value': 3445}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",2.0,59.0
nhsRegion,2020-09-12,South East,E40000005,12.0,14349.0,"[{'age': '65_to_84', 'rate': 392.3, 'value': 5943}, {'age': '18_to_64', 'rate': 87.5, 'value': 4599}, {'age': '85+', 'rate': 1351.0, 'value': 3450}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.3, 'value': 43}]",3.0,63.0
nhsRegion,2020-09-13,South East,E40000005,12.0,14361.0,"[{'age': '65_to_84', 'rate': 392.5, 'value': 5946}, {'age': '18_to_64', 'rate': 87.7, 'value': 4606}, {'age': '85+', 'rate': 1351.4, 'value': 3451}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",3.0,61.0
nhsRegion,2020-09-14,South East,E40000005,9.0,14370.0,"[{'age': '65_to_84', 'rate': 392.7, 'value': 5949}, {'age': '18_to_64', 'rate': 87.8, 'value': 4612}, {'age': '85+', 'rate': 1351.4, 'value': 3451}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",3.0,71.0
nhsRegion,2020-09-15,South East,E40000005,7.0,14377.0,"[{'age': '65_to_84', 'rate': 392.8, 'value': 5951}, {'age': '18_to_64', 'rate': 87.9, 'value': 4615}, {'age': '85+', 'rate': 1352.2, 'value': 3453}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",3.0,78.0
nhsRegion,2020-09-16,South East,E40000005,13.0,14390.0,"[{'age': '65_to_84', 'rate': 393.3, 'value': 5958}, {'age': '18_to_64', 'rate': 87.9, 'value': 4620}, {'age': '85+', 'rate': 1352.6, 'value': 3454}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",5.0,64.0
nhsRegion,2020-09-17,South East,E40000005,8.0,14398.0,"[{'age': '65_to_84', 'rate': 393.3, 'value': 5959}, {'age': '18_to_64', 'rate': 88.1, 'value': 4627}, {'age': '85+', 'rate': 1352.6, 'value': 3454}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",6.0,72.0
nhsRegion,2020-09-18,South East,E40000005,9.0,14407.0,"[{'age': '65_to_84', 'rate': 393.6, 'value': 5964}, {'age': '18_to_64', 'rate': 88.1, 'value': 4630}, {'age': '85+', 'rate': 1353.0, 'value': 3455}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",5.0,82.0
nhsRegion,2020-09-19,South East,E40000005,16.0,14423.0,"[{'age': '65_to_84', 'rate': 394.0, 'value': 5969}, {'age': '18_to_64', 'rate': 88.2, 'value': 4633}, {'age': '85+', 'rate': 1356.1, 'value': 3463}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",4.0,74.0
nhsRegion,2020-09-20,South East,E40000005,9.0,14432.0,"[{'age': '65_to_84', 'rate': 394.1, 'value': 5971}, {'age': '18_to_64', 'rate': 88.3, 'value': 4637}, {'age': '85+', 'rate': 1357.3, 'value': 3466}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",3.0,79.0
nhsRegion,2020-09-21,South East,E40000005,14.0,14446.0,"[{'age': '65_to_84', 'rate': 394.5, 'value': 5977}, {'age': '18_to_64', 'rate': 88.4, 'value': 4642}, {'age': '85+', 'rate': 1358.5, 'value': 3469}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",4.0,91.0
nhsRegion,2020-09-22,South East,E40000005,15.0,14461.0,"[{'age': '65_to_84', 'rate': 394.9, 'value': 5983}, {'age': '18_to_64', 'rate': 88.5, 'value': 4650}, {'age': '85+', 'rate': 1358.9, 'value': 3470}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 44}]",5.0,87.0
nhsRegion,2020-09-23,South East,E40000005,24.0,14485.0,"[{'age': '65_to_84', 'rate': 395.6, 'value': 5993}, {'age': '18_to_64', 'rate': 88.7, 'value': 4659}, {'age': '85+', 'rate': 1360.4, 'value': 3474}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 45}]",7.0,94.0
nhsRegion,2020-09-24,South East,E40000005,15.0,14500.0,"[{'age': '65_to_84', 'rate': 396.0, 'value': 5999}, {'age': '18_to_64', 'rate': 88.8, 'value': 4663}, {'age': '85+', 'rate': 1362.4, 'value': 3479}, {'age': '0_to_5', 'rate': 11.7, 'value': 70}, {'age': '6_to_17', 'rate': 3.4, 'value': 45}]",5.0,104.0
nhsRegion,2020-09-25,South East,E40000005,18.0,14518.0,"[{'age': '65_to_84', 'rate': 396.4, 'value': 6005}, {'age': '18_to_64', 'rate': 88.9, 'value': 4670}, {'age': '85+', 'rate': 1364.0, 'value': 3483}, {'age': '0_to_5', 'rate': 11.8, 'value': 71}, {'age': '6_to_17', 'rate': 3.4, 'value': 45}]",4.0,110.0
nhsRegion,2020-09-26,South East,E40000005,14.0,14532.0,"[{'age': '65_to_84', 'rate': 396.7, 'value': 6010}, {'age': '18_to_64', 'rate': 89.0, 'value': 4675}, {'age': '85+', 'rate': 1365.5, 'value': 3487}, {'age': '0_to_5', 'rate': 11.8, 'value': 71}, {'age': '6_to_17', 'rate': 3.4, 'value': 45}]",6.0,102.0
nhsRegion,2020-09-27,South East,E40000005,6.0,14538.0,"[{'age': '65_to_84', 'rate': 396.8, 'value': 6012}, {'age': '18_to_64', 'rate': 89.0, 'value': 4677}, {'age': '85+', 'rate': 1366.3, 'value': 3489}, {'age': '0_to_5', 'rate': 11.8, 'value': 71}, {'age': '6_to_17', 'rate': 3.4, 'value': 45}]",4.0,114.0
nhsRegion,2020-09-28,South East,E40000005,13.0,14551.0,"[{'age': '65_to_84', 'rate': 396.9, 'value': 6013}, {'age': '18_to_64', 'rate': 89.2, 'value': 4684}, {'age': '85+', 'rate': 1367.5, 'value': 3492}, {'age': '0_to_5', 'rate': 11.8, 'value': 71}, {'age': '6_to_17', 'rate': 3.6, 'value': 47}]",5.0,117.0
nhsRegion,2020-09-29,South East,E40000005,14.0,14565.0,"[{'age': '65_to_84', 'rate': 397.1, 'value': 6017}, {'age': '18_to_64', 'rate': 89.3, 'value': 4690}, {'age': '85+', 'rate': 1369.0, 'value': 3496}, {'age': '0_to_5', 'rate': 11.8, 'value': 71}, {'age': '6_to_17', 'rate': 3.6, 'value': 47}]",4.0,103.0
nhsRegion,2020-09-30,South East,E40000005,22.0,14587.0,"[{'age': '65_to_84', 'rate': 397.7, 'value': 6026}, {'age': '18_to_64', 'rate': 89.4, 'value': 4698}, {'age': '85+', 'rate': 1371.0, 'value': 3501}, {'age': '0_to_5', 'rate': 11.8, 'value': 71}, {'age': '6_to_17', 'rate': 3.6, 'value': 47}]",5.0,103.0
